fecha,campaign_id,canal,campaign_name,objetivo,marca,modelo_promocionado,impresiones,clicks,inversion_ars,leads_reportados_plataforma,ctr_pct,cpc_ars,cpl_plataforma_ars
2024-04-20,CAMP038,meta_ads,Meta Ads - Peugeot Expert - remarketing,remarketing,Peugeot,Expert,3463,58,74681.69,3,1.67,1287.62,24893.9
2024-04-20,CAMP032,meta_ads,Meta Ads - Fiat Pulse - lead_form,lead_form,Fiat,Pulse,2701,101,85912.24,4,3.74,850.62,21478.06
2024-04-20,CAMP059,meta_ads,Meta Ads - Renault Alaskan - whatsapp,whatsapp,Renault,Alaskan,2362,51,79344.03,2,2.16,1555.77,39672.02
2024-04-21,CAMP041,meta_ads,Meta Ads - Toyota Corolla - lead_form,lead_form,Toyota,Corolla,1183,49,18597.64,4,4.14,379.54,4649.41
2024-04-21,CAMP006,google_ads,Google Ads - Toyota Corolla - whatsapp,whatsapp,Toyota,Corolla,381,12,12834.19,1,3.15,1069.52,12834.19
2024-04-21,CAMP005,google_ads,Google Ads - Chevrolet Cruze - lead_form,lead_form,Chevrolet,Cruze,1055,34,22641.41,2,3.22,665.92,11320.71
2024-04-21,CAMP047,meta_ads,Meta Ads - Renault Logan - lead_form,lead_form,Renault,Logan,4709,30,53527.93,1,0.64,1784.26,53527.93
2024-04-21,CAMP016,google_ads,Google Ads - Renault Kangoo - remarketing,remarketing,Renault,Kangoo,9375,211,76849.0,15,2.25,364.21,5123.27
2024-04-21,CAMP059,meta_ads,Meta Ads - Renault Alaskan - whatsapp,whatsapp,Renault,Alaskan,1116,35,38914.73,3,3.14,1111.85,12971.58
2024-04-21,CAMP011,google_ads,Google Ads - Peugeot 3008 - trafico,trafico,Peugeot,3008,2683,87,89935.1,1,3.24,1033.74,89935.1
2024-04-21,CAMP037,meta_ads,Meta Ads - Peugeot Expert - trafico,trafico,Peugeot,Expert,3744,158,46994.86,15,4.22,297.44,3132.99
2024-04-21,CAMP004,google_ads,Google Ads - Peugeot Expert - lead_form,lead_form,Peugeot,Expert,6485,131,82496.29,3,2.02,629.74,27498.76
2024-04-22,CAMP004,google_ads,Google Ads - Peugeot Expert - lead_form,lead_form,Peugeot,Expert,2218,31,35335.88,2,1.4,1139.87,17667.94
2024-04-22,CAMP028,google_ads,Google Ads - Volkswagen Amarok - remarketing,remarketing,Volkswagen,Amarok,4063,72,56369.67,8,1.77,782.91,7046.21
2024-04-22,CAMP032,meta_ads,Meta Ads - Fiat Pulse - lead_form,lead_form,Fiat,Pulse,2051,15,62151.94,0,0.73,4143.46,
2024-04-22,CAMP025,google_ads,Google Ads - Ford Maverick - whatsapp,whatsapp,Ford,Maverick,2841,56,60184.4,4,1.97,1074.72,15046.1
2024-04-22,CAMP011,google_ads,Google Ads - Peugeot 3008 - trafico,trafico,Peugeot,3008,2143,13,37627.04,1,0.61,2894.39,37627.04
2024-04-22,CAMP024,google_ads,Google Ads - Peugeot Partner - whatsapp,whatsapp,Peugeot,Partner,1509,15,26520.3,0,0.99,1768.02,
2024-04-22,CAMP008,google_ads,Google Ads - Chevrolet Tracker - remarketing,remarketing,Chevrolet,Tracker,850,10,18610.01,0,1.18,1861.0,
2024-04-22,CAMP022,google_ads,Google Ads - Toyota Hilux - lead_form,lead_form,Toyota,Hilux,4099,129,50018.15,4,3.15,387.74,12504.54
2024-04-22,CAMP044,meta_ads,Meta Ads - Fiat Fastback - remarketing,remarketing,Fiat,Fastback,2663,60,42837.99,2,2.25,713.97,21418.99
2024-04-22,CAMP016,google_ads,Google Ads - Renault Kangoo - remarketing,remarketing,Renault,Kangoo,6886,159,75300.42,16,2.31,473.59,4706.28
2024-04-22,CAMP035,meta_ads,Meta Ads - Peugeot 3008 - whatsapp,whatsapp,Peugeot,3008,1402,32,24623.08,1,2.28,769.47,24623.08
2024-04-22,CAMP054,meta_ads,Meta Ads - Chevrolet S10 - remarketing,remarketing,Chevrolet,S10,5981,80,79900.1,1,1.34,998.75,79900.1
2024-04-22,CAMP019,google_ads,Google Ads - Renault Alaskan - trafico,trafico,Renault,Alaskan,1522,62,42774.59,1,4.07,689.91,42774.59
2024-04-23,CAMP031,meta_ads,Meta Ads - Volkswagen Polo - trafico,trafico,Volkswagen,Polo,775,28,21939.85,1,3.61,783.57,21939.85
2024-04-23,CAMP043,meta_ads,Meta Ads - Chevrolet Onix - remarketing,remarketing,Chevrolet,Onix,2448,93,68627.58,2,3.8,737.93,34313.79
2024-04-23,CAMP018,google_ads,Google Ads - Toyota SW4 - trafico,trafico,Toyota,SW4,2948,32,86698.93,1,1.09,2709.34,86698.93
2024-04-23,CAMP008,google_ads,Google Ads - Chevrolet Tracker - remarketing,remarketing,Chevrolet,Tracker,493,3,13064.62,0,0.61,4354.87,
2024-04-23,CAMP027,google_ads,Google Ads - Chevrolet Tracker - whatsapp,whatsapp,Chevrolet,Tracker,1886,11,45513.87,0,0.58,4137.62,
2024-04-23,CAMP032,meta_ads,Meta Ads - Fiat Pulse - lead_form,lead_form,Fiat,Pulse,3324,75,34013.42,5,2.26,453.51,6802.68
2024-04-23,CAMP036,meta_ads,Meta Ads - Ford Territory - whatsapp,whatsapp,Ford,Territory,5280,89,68881.39,2,1.69,773.95,34440.69
2024-04-23,CAMP055,meta_ads,Meta Ads - Toyota Corolla - trafico,trafico,Toyota,Corolla,1209,38,32555.4,2,3.14,856.72,16277.7
2024-04-23,CAMP052,meta_ads,Meta Ads - Volkswagen Taos - whatsapp,whatsapp,Volkswagen,Taos,1680,16,48963.64,1,0.95,3060.23,48963.64
2024-04-23,CAMP044,meta_ads,Meta Ads - Fiat Fastback - remarketing,remarketing,Fiat,Fastback,4556,179,59665.83,14,3.93,333.33,4261.85
2024-04-23,CAMP046,meta_ads,Meta Ads - Peugeot 208 - trafico,trafico,Peugeot,208,2097,45,23600.64,1,2.15,524.46,23600.64
2024-04-24,CAMP060,meta_ads,Meta Ads - Volkswagen Amarok - whatsapp,whatsapp,Volkswagen,Amarok,1435,21,36032.03,1,1.46,1715.81,36032.03
2024-04-24,CAMP010,google_ads,Google Ads - Renault Kangoo - whatsapp,whatsapp,Renault,Kangoo,2276,70,49554.99,3,3.08,707.93,16518.33
2024-04-24,CAMP028,google_ads,Google Ads - Volkswagen Amarok - remarketing,remarketing,Volkswagen,Amarok,2126,41,33120.0,2,1.93,807.8,16560.0
2024-04-24,CAMP002,google_ads,Google Ads - Peugeot Partner - whatsapp,whatsapp,Peugeot,Partner,3994,30,37080.6,0,0.75,1236.02,
2024-04-24,CAMP040,meta_ads,Meta Ads - Volkswagen Virtus - remarketing,remarketing,Volkswagen,Virtus,5125,125,70343.19,13,2.44,562.75,5411.01
2024-04-24,CAMP013,google_ads,Google Ads - Renault Logan - lead_form,lead_form,Renault,Logan,1534,65,19930.91,3,4.24,306.63,6643.64
2024-04-24,CAMP006,google_ads,Google Ads - Toyota Corolla - whatsapp,whatsapp,Toyota,Corolla,3378,22,35868.49,1,0.65,1630.39,35868.49
2024-04-24,CAMP004,google_ads,Google Ads - Peugeot Expert - lead_form,lead_form,Peugeot,Expert,4693,163,79519.24,8,3.47,487.85,9939.9
2024-04-24,CAMP025,google_ads,Google Ads - Ford Maverick - whatsapp,whatsapp,Ford,Maverick,3276,67,73008.94,5,2.05,1089.69,14601.79
2024-04-24,CAMP027,google_ads,Google Ads - Chevrolet Tracker - whatsapp,whatsapp,Chevrolet,Tracker,1550,62,28484.77,1,4.0,459.43,28484.77
2024-04-24,CAMP034,meta_ads,Meta Ads - Volkswagen Amarok - remarketing,remarketing,Volkswagen,Amarok,6237,180,70173.54,19,2.89,389.85,3693.34
2024-04-25,CAMP013,google_ads,Google Ads - Renault Logan - lead_form,lead_form,Renault,Logan,6689,228,89995.01,4,3.41,394.71,22498.75
2024-04-25,CAMP046,meta_ads,Meta Ads - Peugeot 208 - trafico,trafico,Peugeot,208,1189,18,27195.7,1,1.51,1510.87,27195.7
2024-04-25,CAMP029,google_ads,Google Ads - Ford Bronco Sport - whatsapp,whatsapp,Ford,Bronco Sport,2440,107,79275.3,11,4.39,740.89,7206.85
2024-04-25,CAMP007,google_ads,Google Ads - Volkswagen Nivus - lead_form,lead_form,Volkswagen,Nivus,1732,71,47404.45,1,4.1,667.67,47404.45
2024-04-25,CAMP005,google_ads,Google Ads - Chevrolet Cruze - lead_form,lead_form,Chevrolet,Cruze,1360,34,45084.47,0,2.5,1326.01,
2024-04-25,CAMP035,meta_ads,Meta Ads - Peugeot 3008 - whatsapp,whatsapp,Peugeot,3008,2210,24,59262.59,0,1.09,2469.27,
2024-04-25,CAMP040,meta_ads,Meta Ads - Volkswagen Virtus - remarketing,remarketing,Volkswagen,Virtus,1924,63,56667.09,5,3.27,899.48,11333.42
2024-04-25,CAMP022,google_ads,Google Ads - Toyota Hilux - lead_form,lead_form,Toyota,Hilux,1638,65,43391.56,7,3.97,667.56,6198.79
2024-04-25,CAMP020,google_ads,Google Ads - Chevrolet Tracker - lead_form,lead_form,Chevrolet,Tracker,889,18,25134.61,1,2.02,1396.37,25134.61
2024-04-25,CAMP047,meta_ads,Meta Ads - Renault Logan - lead_form,lead_form,Renault,Logan,2847,37,43655.61,1,1.3,1179.88,43655.61
2024-04-25,CAMP031,meta_ads,Meta Ads - Volkswagen Polo - trafico,trafico,Volkswagen,Polo,1090,43,29249.9,4,3.94,680.23,7312.48
2024-04-26,CAMP033,meta_ads,Meta Ads - Volkswagen Nivus - trafico,trafico,Volkswagen,Nivus,3376,104,53618.13,11,3.08,515.56,4874.38
2024-04-26,CAMP046,meta_ads,Meta Ads - Peugeot 208 - trafico,trafico,Peugeot,208,2904,116,33665.01,2,3.99,290.22,16832.5
2024-04-26,CAMP047,meta_ads,Meta Ads - Renault Logan - lead_form,lead_form,Renault,Logan,2547,36,88441.85,0,1.41,2456.72,
2024-04-26,CAMP034,meta_ads,Meta Ads - Volkswagen Amarok - remarketing,remarketing,Volkswagen,Amarok,2495,109,62594.35,5,4.37,574.26,12518.87
2024-04-26,CAMP017,google_ads,Google Ads - Chevrolet Onix - remarketing,remarketing,Chevrolet,Onix,2693,43,85821.37,1,1.6,1995.85,85821.37
2024-04-26,CAMP020,google_ads,Google Ads - Chevrolet Tracker - lead_form,lead_form,Chevrolet,Tracker,5141,228,82070.19,18,4.43,359.96,4559.45
2024-04-26,CAMP015,google_ads,Google Ads - Ford Maverick - trafico,trafico,Ford,Maverick,728,25,12811.84,1,3.43,512.47,12811.84
2024-04-26,CAMP019,google_ads,Google Ads - Renault Alaskan - trafico,trafico,Renault,Alaskan,3795,120,31967.0,12,3.16,266.39,2663.92
2024-04-26,CAMP059,meta_ads,Meta Ads - Renault Alaskan - whatsapp,whatsapp,Renault,Alaskan,3589,122,85243.32,10,3.4,698.72,8524.33
2024-04-26,CAMP018,google_ads,Google Ads - Toyota SW4 - trafico,trafico,Toyota,SW4,5737,174,85761.19,13,3.03,492.88,6597.01
2024-04-26,CAMP036,meta_ads,Meta Ads - Ford Territory - whatsapp,whatsapp,Ford,Territory,1408,26,28080.4,0,1.85,1080.02,
2024-04-26,CAMP008,google_ads,Google Ads - Chevrolet Tracker - remarketing,remarketing,Chevrolet,Tracker,1960,41,61124.45,2,2.09,1490.84,30562.23
2024-04-26,CAMP011,google_ads,Google Ads - Peugeot 3008 - trafico,trafico,Peugeot,3008,3496,41,68925.33,2,1.17,1681.11,34462.66
2024-04-26,CAMP054,meta_ads,Meta Ads - Chevrolet S10 - remarketing,remarketing,Chevrolet,S10,2484,93,50684.97,3,3.74,545.0,16894.99
2024-04-26,CAMP003,google_ads,Google Ads - Volkswagen Virtus - lead_form,lead_form,Volkswagen,Virtus,1686,21,56433.32,0,1.25,2687.3,
2024-04-27,CAMP011,google_ads,Google Ads - Peugeot 3008 - trafico,trafico,Peugeot,3008,963,42,31347.71,1,4.36,746.37,31347.71
2024-04-27,CAMP057,meta_ads,Meta Ads - Toyota Hilux - lead_form,lead_form,Toyota,Hilux,1935,72,53460.35,5,3.72,742.5,10692.07
2024-04-27,CAMP012,google_ads,Google Ads - Ford Territory - whatsapp,whatsapp,Ford,Territory,4879,186,41764.58,17,3.81,224.54,2456.74
2024-04-27,CAMP053,meta_ads,Meta Ads - Chevrolet Spin - lead_form,lead_form,Chevrolet,Spin,6829,107,62705.49,2,1.57,586.03,31352.75
2024-04-27,CAMP026,google_ads,Google Ads - Peugeot Partner - lead_form,lead_form,Peugeot,Partner,933,6,23287.46,0,0.64,3881.24,
2024-04-27,CAMP044,meta_ads,Meta Ads - Fiat Fastback - remarketing,remarketing,Fiat,Fastback,8030,278,87301.04,14,3.46,314.03,6235.79
2024-04-27,CAMP039,meta_ads,Meta Ads - Chevrolet Cruze - trafico,trafico,Chevrolet,Cruze,5025,124,67651.82,9,2.47,545.58,7516.87
2024-04-27,CAMP013,google_ads,Google Ads - Renault Logan - lead_form,lead_form,Renault,Logan,3787,71,46984.05,2,1.87,661.75,23492.02
2024-04-27,CAMP005,google_ads,Google Ads - Chevrolet Cruze - lead_form,lead_form,Chevrolet,Cruze,617,18,16472.8,0,2.92,915.16,
2024-04-27,CAMP010,google_ads,Google Ads - Renault Kangoo - whatsapp,whatsapp,Renault,Kangoo,7134,125,76878.55,8,1.75,615.03,9609.82
2024-04-27,CAMP052,meta_ads,Meta Ads - Volkswagen Taos - whatsapp,whatsapp,Volkswagen,Taos,6575,273,77786.42,4,4.15,284.93,19446.61
2024-04-27,CAMP028,google_ads,Google Ads - Volkswagen Amarok - remarketing,remarketing,Volkswagen,Amarok,3809,120,45633.78,4,3.15,380.28,11408.44
2024-04-28,CAMP044,meta_ads,Meta Ads - Fiat Fastback - remarketing,remarketing,Fiat,Fastback,2144,90,38030.53,2,4.2,422.56,19015.27
2024-04-28,CAMP057,meta_ads,Meta Ads - Toyota Hilux - lead_form,lead_form,Toyota,Hilux,1273,28,15381.05,1,2.2,549.32,15381.05
2024-04-28,CAMP046,meta_ads,Meta Ads - Peugeot 208 - trafico,trafico,Peugeot,208,1342,54,26146.51,4,4.02,484.19,6536.63
2024-04-28,CAMP053,meta_ads,Meta Ads - Chevrolet Spin - lead_form,lead_form,Chevrolet,Spin,3856,154,60731.15,6,3.99,394.36,10121.86
2024-04-28,CAMP008,google_ads,Google Ads - Chevrolet Tracker - remarketing,remarketing,Chevrolet,Tracker,2835,46,50941.56,5,1.62,1107.43,10188.31
2024-04-28,CAMP032,meta_ads,Meta Ads - Fiat Pulse - lead_form,lead_form,Fiat,Pulse,2535,100,74297.32,11,3.94,742.97,6754.3
2024-04-28,CAMP011,google_ads,Google Ads - Peugeot 3008 - trafico,trafico,Peugeot,3008,6076,71,72667.16,4,1.17,1023.48,18166.79
2024-04-28,CAMP056,meta_ads,Meta Ads - Renault Logan - whatsapp,whatsapp,Renault,Logan,2158,81,74154.36,2,3.75,915.49,37077.18
2024-04-28,CAMP015,google_ads,Google Ads - Ford Maverick - trafico,trafico,Ford,Maverick,1641,19,45341.35,0,1.16,2386.39,
2024-04-28,CAMP007,google_ads,Google Ads - Volkswagen Nivus - lead_form,lead_form,Volkswagen,Nivus,764,15,21947.79,1,1.96,1463.19,21947.79
2024-04-28,CAMP019,google_ads,Google Ads - Renault Alaskan - trafico,trafico,Renault,Alaskan,1445,42,49540.51,3,2.91,1179.54,16513.5
2024-04-28,CAMP023,google_ads,Google Ads - Fiat Pulse - remarketing,remarketing,Fiat,Pulse,680,28,22781.26,1,4.12,813.62,22781.26
2024-04-28,CAMP005,google_ads,Google Ads - Chevrolet Cruze - lead_form,lead_form,Chevrolet,Cruze,2432,61,54848.46,4,2.51,899.16,13712.12
2024-04-28,CAMP040,meta_ads,Meta Ads - Volkswagen Virtus - remarketing,remarketing,Volkswagen,Virtus,2919,98,29948.93,6,3.36,305.6,4991.49
2024-04-29,CAMP045,meta_ads,Meta Ads - Chevrolet S10 - lead_form,lead_form,Chevrolet,S10,8797,172,84534.7,17,1.96,491.48,4972.63
2024-04-29,CAMP006,google_ads,Google Ads - Toyota Corolla - whatsapp,whatsapp,Toyota,Corolla,2665,46,80276.97,1,1.73,1745.15,80276.97
2024-04-29,CAMP016,google_ads,Google Ads - Renault Kangoo - remarketing,remarketing,Renault,Kangoo,2313,96,79218.24,3,4.15,825.19,26406.08
2024-04-29,CAMP024,google_ads,Google Ads - Peugeot Partner - whatsapp,whatsapp,Peugeot,Partner,8120,92,77213.29,10,1.13,839.27,7721.33
2024-04-29,CAMP001,google_ads,Google Ads - Peugeot 208 - lead_form,lead_form,Peugeot,208,3708,26,67471.14,3,0.7,2595.04,22490.38
2024-04-29,CAMP014,google_ads,Google Ads - Toyota Corolla Cross - lead_form,lead_form,Toyota,Corolla Cross,1534,48,41335.7,1,3.13,861.16,41335.7
2024-04-29,CAMP002,google_ads,Google Ads - Peugeot Partner - whatsapp,whatsapp,Peugeot,Partner,2474,17,77969.59,0,0.69,4586.45,
2024-04-29,CAMP057,meta_ads,Meta Ads - Toyota Hilux - lead_form,lead_form,Toyota,Hilux,1816,51,18314.03,5,2.81,359.1,3662.81
2024-04-29,CAMP036,meta_ads,Meta Ads - Ford Territory - whatsapp,whatsapp,Ford,Territory,1847,64,23876.84,5,3.47,373.08,4775.37
2024-04-29,CAMP031,meta_ads,Meta Ads - Volkswagen Polo - trafico,trafico,Volkswagen,Polo,4167,91,67046.49,4,2.18,736.77,16761.62
2024-04-29,CAMP009,google_ads,Google Ads - Volkswagen Amarok - trafico,trafico,Volkswagen,Amarok,2747,47,73561.73,1,1.71,1565.14,73561.73
2024-04-30,CAMP039,meta_ads,Meta Ads - Chevrolet Cruze - trafico,trafico,Chevrolet,Cruze,2239,61,70872.39,6,2.72,1161.84,11812.07
2024-04-30,CAMP049,meta_ads,Meta Ads - Fiat Cronos - trafico,trafico,Fiat,Cronos,4232,142,91209.41,8,3.36,642.32,11401.18
2024-04-30,CAMP012,google_ads,Google Ads - Ford Territory - whatsapp,whatsapp,Ford,Territory,770,20,26406.34,2,2.6,1320.32,13203.17
2024-04-30,CAMP033,meta_ads,Meta Ads - Volkswagen Nivus - trafico,trafico,Volkswagen,Nivus,1728,52,23714.49,1,3.01,456.05,23714.49
2024-04-30,CAMP011,google_ads,Google Ads - Peugeot 3008 - trafico,trafico,Peugeot,3008,1019,28,28692.38,2,2.75,1024.73,14346.19
2024-04-30,CAMP001,google_ads,Google Ads - Peugeot 208 - lead_form,lead_form,Peugeot,208,3995,72,82488.69,5,1.8,1145.68,16497.74
2024-04-30,CAMP026,google_ads,Google Ads - Peugeot Partner - lead_form,lead_form,Peugeot,Partner,6698,250,83397.8,20,3.73,333.59,4169.89
2024-04-30,CAMP028,google_ads,Google Ads - Volkswagen Amarok - remarketing,remarketing,Volkswagen,Amarok,2711,24,29630.56,1,0.89,1234.61,29630.56
2024-05-01,CAMP002,google_ads,Google Ads - Peugeot Partner - whatsapp,whatsapp,Peugeot,Partner,2180,15,55031.93,0,0.69,3668.8,
2024-05-01,CAMP016,google_ads,Google Ads - Renault Kangoo - remarketing,remarketing,Renault,Kangoo,3792,106,88179.73,10,2.8,831.88,8817.97
2024-05-01,CAMP019,google_ads,Google Ads - Renault Alaskan - trafico,trafico,Renault,Alaskan,943,40,15563.09,0,4.24,389.08,
2024-05-01,CAMP011,google_ads,Google Ads - Peugeot 3008 - trafico,trafico,Peugeot,3008,2548,54,39818.63,1,2.12,737.38,39818.63
2024-05-01,CAMP035,meta_ads,Meta Ads - Peugeot 3008 - whatsapp,whatsapp,Peugeot,3008,2560,112,70643.7,9,4.38,630.75,7849.3
2024-05-01,CAMP007,google_ads,Google Ads - Volkswagen Nivus - lead_form,lead_form,Volkswagen,Nivus,1031,35,19595.63,0,3.39,559.88,
2024-05-01,CAMP005,google_ads,Google Ads - Chevrolet Cruze - lead_form,lead_form,Chevrolet,Cruze,6220,179,74984.56,9,2.88,418.91,8331.62
2024-05-01,CAMP014,google_ads,Google Ads - Toyota Corolla Cross - lead_form,lead_form,Toyota,Corolla Cross,1862,32,57735.94,0,1.72,1804.25,
2024-05-01,CAMP039,meta_ads,Meta Ads - Chevrolet Cruze - trafico,trafico,Chevrolet,Cruze,1508,14,48122.29,1,0.93,3437.31,48122.29
2024-05-01,CAMP001,google_ads,Google Ads - Peugeot 208 - lead_form,lead_form,Peugeot,208,2717,85,80983.36,8,3.13,952.75,10122.92
2024-05-01,CAMP049,meta_ads,Meta Ads - Fiat Cronos - trafico,trafico,Fiat,Cronos,721,18,24561.67,1,2.5,1364.54,24561.67
2024-05-01,CAMP020,google_ads,Google Ads - Chevrolet Tracker - lead_form,lead_form,Chevrolet,Tracker,1896,36,62808.8,3,1.9,1744.69,20936.27
2024-05-01,CAMP013,google_ads,Google Ads - Renault Logan - lead_form,lead_form,Renault,Logan,2168,85,38443.62,5,3.92,452.28,7688.72
2024-05-02,CAMP016,google_ads,Google Ads - Renault Kangoo - remarketing,remarketing,Renault,Kangoo,2734,111,80751.11,7,4.06,727.49,11535.87
2024-05-02,CAMP014,google_ads,Google Ads - Toyota Corolla Cross - lead_form,lead_form,Toyota,Corolla Cross,3824,67,48120.67,1,1.75,718.22,48120.67
2024-05-02,CAMP040,meta_ads,Meta Ads - Volkswagen Virtus - remarketing,remarketing,Volkswagen,Virtus,3291,28,57742.67,2,0.85,2062.24,28871.34
2024-05-02,CAMP039,meta_ads,Meta Ads - Chevrolet Cruze - trafico,trafico,Chevrolet,Cruze,1403,61,48589.76,5,4.35,796.55,9717.95
2024-05-02,CAMP005,google_ads,Google Ads - Chevrolet Cruze - lead_form,lead_form,Chevrolet,Cruze,1429,60,47111.66,7,4.2,785.19,6730.24
2024-05-02,CAMP010,google_ads,Google Ads - Renault Kangoo - whatsapp,whatsapp,Renault,Kangoo,2849,48,50765.35,2,1.68,1057.61,25382.67
2024-05-02,CAMP037,meta_ads,Meta Ads - Peugeot Expert - trafico,trafico,Peugeot,Expert,2318,53,61155.87,3,2.29,1153.88,20385.29
2024-05-02,CAMP041,meta_ads,Meta Ads - Toyota Corolla - lead_form,lead_form,Toyota,Corolla,3737,34,61547.1,1,0.91,1810.21,61547.1
2024-05-02,CAMP032,meta_ads,Meta Ads - Fiat Pulse - lead_form,lead_form,Fiat,Pulse,1506,67,47747.86,1,4.45,712.65,47747.86
2024-05-02,CAMP007,google_ads,Google Ads - Volkswagen Nivus - lead_form,lead_form,Volkswagen,Nivus,9374,345,89439.73,30,3.68,259.25,2981.32
2024-05-02,CAMP001,google_ads,Google Ads - Peugeot 208 - lead_form,lead_form,Peugeot,208,4641,46,56500.53,2,0.99,1228.27,28250.26
2024-05-02,CAMP055,meta_ads,Meta Ads - Toyota Corolla - trafico,trafico,Toyota,Corolla,1843,27,57238.43,2,1.47,2119.94,28619.21
2024-05-02,CAMP020,google_ads,Google Ads - Chevrolet Tracker - lead_form,lead_form,Chevrolet,Tracker,3734,90,65066.78,6,2.41,722.96,10844.46
2024-05-02,CAMP036,meta_ads,Meta Ads - Ford Territory - whatsapp,whatsapp,Ford,Territory,7021,91,76857.84,2,1.3,844.59,38428.92
2024-05-03,CAMP050,meta_ads,Meta Ads - Chevrolet Tracker - lead_form,lead_form,Chevrolet,Tracker,1044,28,21181.02,3,2.68,756.47,7060.34
2024-05-03,CAMP028,google_ads,Google Ads - Volkswagen Amarok - remarketing,remarketing,Volkswagen,Amarok,1717,48,23644.29,5,2.8,492.59,4728.86
2024-05-03,CAMP013,google_ads,Google Ads - Renault Logan - lead_form,lead_form,Renault,Logan,7568,284,73300.12,27,3.75,258.1,2714.82
2024-05-03,CAMP026,google_ads,Google Ads - Peugeot Partner - lead_form,lead_form,Peugeot,Partner,6498,92,89440.67,1,1.42,972.18,89440.67
2024-05-03,CAMP022,google_ads,Google Ads - Toyota Hilux - lead_form,lead_form,Toyota,Hilux,3711,58,72068.85,1,1.56,1242.57,72068.85
2024-05-03,CAMP005,google_ads,Google Ads - Chevrolet Cruze - lead_form,lead_form,Chevrolet,Cruze,1516,13,23346.06,1,0.86,1795.85,23346.06
2024-05-03,CAMP021,google_ads,Google Ads - Toyota Hilux - trafico,trafico,Toyota,Hilux,2472,35,47805.69,3,1.42,1365.88,15935.23
2024-05-03,CAMP056,meta_ads,Meta Ads - Renault Logan - whatsapp,whatsapp,Renault,Logan,2824,115,26690.22,6,4.07,232.09,4448.37
2024-05-03,CAMP039,meta_ads,Meta Ads - Chevrolet Cruze - trafico,trafico,Chevrolet,Cruze,5509,75,88240.53,8,1.36,1176.54,11030.07
2024-05-03,CAMP032,meta_ads,Meta Ads - Fiat Pulse - lead_form,lead_form,Fiat,Pulse,2234,81,50191.31,9,3.63,619.65,5576.81
2024-05-03,CAMP014,google_ads,Google Ads - Toyota Corolla Cross - lead_form,lead_form,Toyota,Corolla Cross,1429,40,46649.62,4,2.8,1166.24,11662.41
2024-05-03,CAMP045,meta_ads,Meta Ads - Chevrolet S10 - lead_form,lead_form,Chevrolet,S10,1756,24,56453.32,2,1.37,2352.22,28226.66
2024-05-03,CAMP048,meta_ads,Meta Ads - Ford Kuga - whatsapp,whatsapp,Ford,Kuga,4858,154,57841.91,15,3.17,375.6,3856.13
2024-05-03,CAMP031,meta_ads,Meta Ads - Volkswagen Polo - trafico,trafico,Volkswagen,Polo,2316,80,70152.74,1,3.45,876.91,70152.74
2024-05-04,CAMP060,meta_ads,Meta Ads - Volkswagen Amarok - whatsapp,whatsapp,Volkswagen,Amarok,2434,69,61474.86,1,2.83,890.94,61474.86
2024-05-04,CAMP010,google_ads,Google Ads - Renault Kangoo - whatsapp,whatsapp,Renault,Kangoo,5369,178,70165.19,17,3.32,394.19,4127.36
2024-05-04,CAMP032,meta_ads,Meta Ads - Fiat Pulse - lead_form,lead_form,Fiat,Pulse,4255,60,58873.58,2,1.41,981.23,29436.79
2024-05-04,CAMP056,meta_ads,Meta Ads - Renault Logan - whatsapp,whatsapp,Renault,Logan,1924,39,65011.0,2,2.03,1666.95,32505.5
2024-05-04,CAMP021,google_ads,Google Ads - Toyota Hilux - trafico,trafico,Toyota,Hilux,2182,82,35551.67,2,3.76,433.56,17775.83
2024-05-04,CAMP008,google_ads,Google Ads - Chevrolet Tracker - remarketing,remarketing,Chevrolet,Tracker,1456,32,50932.19,1,2.2,1591.63,50932.19
2024-05-04,CAMP051,meta_ads,Meta Ads - Renault Logan - whatsapp,whatsapp,Renault,Logan,3928,172,76598.5,8,4.38,445.34,9574.81
2024-05-04,CAMP044,meta_ads,Meta Ads - Fiat Fastback - remarketing,remarketing,Fiat,Fastback,4132,84,84255.21,6,2.03,1003.04,14042.54
2024-05-04,CAMP027,google_ads,Google Ads - Chevrolet Tracker - whatsapp,whatsapp,Chevrolet,Tracker,1248,21,24687.26,1,1.68,1175.58,24687.26
2024-05-04,CAMP017,google_ads,Google Ads - Chevrolet Onix - remarketing,remarketing,Chevrolet,Onix,2589,86,65061.98,9,3.32,756.53,7229.11
2024-05-04,CAMP034,meta_ads,Meta Ads - Volkswagen Amarok - remarketing,remarketing,Volkswagen,Amarok,7740,72,82658.86,7,0.93,1148.04,11808.41
2024-05-04,CAMP047,meta_ads,Meta Ads - Renault Logan - lead_form,lead_form,Renault,Logan,2249,95,18991.76,2,4.22,199.91,9495.88
2024-05-04,CAMP001,google_ads,Google Ads - Peugeot 208 - lead_form,lead_form,Peugeot,208,2837,77,70495.61,6,2.71,915.53,11749.27
2024-05-04,CAMP029,google_ads,Google Ads - Ford Bronco Sport - whatsapp,whatsapp,Ford,Bronco Sport,1722,55,51262.2,5,3.19,932.04,10252.44
2024-05-04,CAMP009,google_ads,Google Ads - Volkswagen Amarok - trafico,trafico,Volkswagen,Amarok,984,27,28525.95,0,2.74,1056.52,
